,userid
18368,32223962
18369,32229015
18370,32233307
18371,32236154
18372,32236557
18373,32241208
18374,32242949
18375,32243850
18376,32245968
18377,32250020
18378,32255146
18379,32257076
18380,32257356
18381,32259798
18382,32261810
18383,32274721
18384,32275021
18385,32275078
18386,32275608
18387,32277190
18388,32279199
18389,32292011
18390,32292905
18391,32301066
18392,32310703
18393,32312298
18394,32312373
18395,32315237
18396,32315248
18397,32322809
18398,32340849
18399,32347871
18400,32349652
18401,32359140
18402,32360964
18403,32361702
18404,32362279
18405,32371460
18406,32377815
18407,32381675
18408,32383002
18409,32386388
18410,32389548
18411,32389585
18412,32392507
18413,32398741
18414,32400031
18415,32406236
18416,32406803
18417,32407735
18418,32408500
18419,32413201
18420,32415507
18421,32416503
18422,32416614
18423,32423813
18424,32430216
18425,32446987
18426,32450925
18427,32451262
18428,32455547
18429,32455615
18430,32466816
18431,32469814
18432,32471699
18433,32472169
18434,32475667
18435,32477151
18436,32478416
18437,32482338
18438,32491372
18439,32500488
18440,32503326
18441,32505675
18442,32508933
18443,32510004
18444,32514355
18445,32515044
18446,32516912
18447,32517055
18448,32519435
18449,32520234
18450,32520447
18451,32521058
18452,32527571
18453,32528048
18454,32535927
18455,32537185
18456,32537519
18457,32538566
18458,32538681
18459,32539672
18460,32547437
18461,32548759
18462,32548893
18463,32552386
18464,32553457
18465,32557427
18466,32558589
18467,32565590
18468,32578304
18469,32580328
18470,32581150
18471,32582111
18472,32585958
18473,32590598
18474,32591831
18475,32596467
18476,32598374
18477,32600303
18478,32602484
18479,32604471
18480,32604584
18481,32609317
18482,32610927
18483,32612240
18484,32614764
18485,32615479
18486,32618458
18487,32620429
18488,32621386
18489,32627604
18490,32629696
18491,32631430
18492,32632632
18493,32635866
18494,32636144
18495,32636610
18496,32638099
18497,32639748
18498,32640174
18499,32640217
18500,32640657
18501,32642605
18502,32644373
18503,32644494
18504,32645399
18505,32650341
18506,32650344
18507,32652129
18508,32655874
18509,32655991
18510,32658738
18511,32659423
18512,32659567
18513,32661435
18514,32664278
18515,32667309
18516,32668602
18517,32669048
18518,32669645
18519,32674592
18520,32677698
18521,32681731
18522,32689263
18523,32689886
18524,32690522
18525,32690821
18526,32691956
18527,32694692
18528,32698690
18529,32702558
18530,32703150
18531,32707748
18532,32708488
18533,32708661
18534,32716192
18535,32724793
18536,32725371
18537,32727215
18538,32737340
18539,32740310
18540,32740494
18541,32741943
18542,32742511
18543,32745798
18544,32747462
18545,32748073
18546,32750331
18547,32754258
18548,32755523
18549,32757111
18550,32760627
18551,32760777
18552,32762003
18553,32762454
18554,32764249
18555,32765173
18556,32767219
18557,32768131
18558,32769634
18559,32770207
18560,32771005
18561,32771409
18562,32777066
18563,32779501
18564,32779889
18565,32782224
18566,32788179
18567,32789332
18568,32792500
18569,32798088
18570,32800976
18571,32801313
18572,32805246
18573,32806305
18574,32813060
18575,32815851
18576,32816814
18577,32818733
18578,32826500
18579,32836995
18580,32839860
18581,32843657
18582,32846134
18583,32848358
18584,32856113
18585,32858027
18586,32858693
18587,32860663
18588,32863922
18589,32864228
18590,32864782
18591,32867061
18592,32868769
18593,32869583
18594,32872690
18595,32873492
18596,32879721
18597,32880528
18598,32882985
18599,32886074
18600,32887788
18601,32890614
18602,32893200
18603,32893875
18604,32895475
18605,32895610
18606,32898975
18607,32899236
18608,32900848
18609,32901182
18610,32906607
18611,32907707
18612,32908726
18613,32912157
18614,32913672
18615,32914807
18616,32915063
18617,32916884
18618,32917178
18619,32920382
18620,32923789
18621,32923790
18622,32924346
18623,32924684
18624,32926902
18625,32927048
18626,32929436
18627,32929582
18628,32930007
18629,32934486
18630,32935437
18631,32940722
18632,32943000
18633,32946402
18634,32949723
18635,32950177
18636,32952232
18637,32954296
18638,32958200
18639,32967445
18640,32968096
18641,32968180
18642,32969505
18643,32970025
18644,32970913
18645,32972425
18646,32972707
18647,32976825
18648,32980586
18649,32983614
18650,32984509
18651,32987567
18652,32989457
18653,32991031
18654,32994593
18655,32999101
18656,33000836
18657,33002959
18658,33004259
18659,33019196
18660,33020607
18661,33020996
18662,33033021
18663,33035104
18664,33035551
18665,33036008
18666,33042223
18667,33042292
18668,33043252
18669,33044166
18670,33046582
18671,33047634
18672,33052309
18673,33058431
18674,33070660
18675,33071305
18676,33071530
18677,33071648
18678,33074605
18679,33078983
18680,33086400
18681,33088412
18682,33089842
18683,33090605
18684,33092726
18685,33092881
18686,33093329
18687,33103497
18688,33104042
18689,33106519
18690,33108170
18691,33109412
18692,33111109
18693,33115715
18694,33118411
18695,33120154
18696,33122721
18697,33124427
18698,33124629
18699,33125147
18700,33131190
18701,33134632
18702,33137344
18703,33138293
18704,33139711
18705,33140208
18706,33140881
18707,33141899
18708,33143420
18709,33147118
18710,33147469
18711,33150343
18712,33150909
18713,33156234
18714,33161885
18715,33165599
18716,33165842
18717,33174486
18718,33179234
18719,33180733
18720,33183639
18721,33185430
18722,33186661
18723,33199982
18724,33200403
18725,33202633
18726,33209071
18727,33209545
18728,33233365
18729,33233834
18730,33237503
18731,33242839
18732,33244723
18733,33244778
18734,33245597
18735,33247004
18736,33248326
18737,33248601
18738,33249219
18739,33251282
18740,33251634
18741,33252568
18742,33253114
18743,33255513
18744,33256030
18745,33256996
18746,33259671
18747,33264700
18748,33264759
18749,33264834
18750,33265884
18751,33267137
18752,33267454
18753,33269086
18754,33269088
18755,33269794
18756,33271520
18757,33274527
18758,33276855
18759,33277431
18760,33278702
18761,33281692
18762,33285757
18763,33286037
18764,33286155
18765,33288322
18766,33289658
18767,33290737
18768,33292474
18769,33294067
18770,33294404
18771,33294789
18772,33295113
18773,33295928
18774,33299990
18775,33300439
18776,33302539
18777,33302679
18778,33303585
18779,33303610
18780,33305351
18781,33309238
18782,33309860
18783,33310065
18784,33311426
18785,33311764
18786,33313552
18787,33313809
18788,33315308
18789,33316544
18790,33316662
18791,33316981
18792,33317939
18793,33318937
18794,33319481
18795,33319795
18796,33322547
18797,33324855
18798,33324968
18799,33325240
18800,33326004
18801,33326788
18802,33328936
18803,33330262
18804,33330331
18805,33330837
18806,33332588
18807,33340920
18808,33342267
18809,33342273
18810,33342849
18811,33354201
18812,33358902
18813,33359502
18814,33365603
18815,33368208
18816,33368488
18817,33370152
18818,33370584
18819,33375039
18820,33381828
18821,33383932
18822,33386514
18823,33387887
18824,33389553
18825,33391116
18826,33393002
18827,33395227
18828,33397464
18829,33398654
18830,33399104
18831,33401784
18832,33402444
18833,33406264
18834,33406556
18835,33407971
18836,33410139
18837,33413310
18838,33415759
18839,33416175
18840,33418382
18841,33424245
18842,33426316
18843,33427851
18844,33430692
18845,33434028
18846,33435787
18847,33436424
18848,33436713
18849,33436719
18850,33436932
18851,33440313
18852,33443980
18853,33444318
18854,33448158
18855,33449904
18856,33450339
18857,33452000
18858,33453832
18859,33454907
18860,33456123
18861,33456687
18862,33457630
18863,33457679
18864,33458384
18865,33462965
18866,33464073
18867,33465441
18868,33465530
18869,33466019
18870,33466425
18871,33466938
18872,33466971
18873,33468530
18874,33473929
18875,33473952
18876,33474297
18877,33476007
18878,33476210
18879,33479190
18880,33479313
18881,33481393
18882,33482347
18883,33486742
18884,33487828
18885,33491298
18886,33497062
18887,33497929
18888,33498798
18889,33503253
18890,33503326
18891,33505006
18892,33513477
18893,33517441
18894,33518907
18895,33522457
18896,33524169
18897,33526341
18898,33528867
18899,33531772
18900,33535346
18901,33536499
18902,33540213
18903,33542123
18904,33544088
18905,33545746
18906,33547745
18907,33549007
18908,33551431
18909,33551514
18910,33554459
18911,33555620
18912,33556530
18913,33557093
18914,33558475
18915,33558904
18916,33560633
18917,33560755
18918,33561371
18919,33562211
18920,33563141
18921,33564147
18922,33564818
18923,33566084
18924,33566427
18925,33571175
18926,33571639
18927,33572135
18928,33572666
18929,33575862
18930,33577393
18931,33577826
18932,33579087
18933,33579800
18934,33579886
18935,33580590
18936,33590485
18937,33592909
18938,33593827
18939,33596934
18940,33596975
18941,33600210
18942,33601168
18943,33601307
18944,33606131
18945,33607164
18946,33607189
18947,33608959
18948,33610378
18949,33610539
18950,33619090
18951,33619403
18952,33622348
18953,33627413
18954,33629608
18955,33630788
18956,33632179
18957,33633063
18958,33636482
18959,33645168
18960,33649470
18961,33649946
18962,33652836
18963,33661643
18964,33663063
18965,33664242
18966,33670604
18967,33676786
18968,33677694
18969,33680255
18970,33683042
18971,33684359
18972,33686507
18973,33689919
18974,33693779
18975,33696781
18976,33699193
18977,33702025
18978,33702594
18979,33704082
18980,33704141
18981,33713619
18982,33714133
18983,33718713
18984,33722525
18985,33724828
18986,33725664
18987,33729063
18988,33729304
18989,33730287
18990,33730754
18991,33734226
18992,33742268
18993,33745358
18994,33748351
18995,33750191
18996,33750525
18997,33754423
18998,33756155
18999,33757167
19000,33759920
19001,33760264
19002,33764955
19003,33765216
19004,33766359
19005,33773452
19006,33775557
19007,33778362
19008,33779117
19009,33781870
19010,33783347
19011,33785221
19012,33786313
19013,33795549
19014,33796388
19015,33798438
19016,33799130
19017,33800706
19018,33800714
19019,33804589
19020,33806103
19021,33807646
19022,33810980
19023,33812181
19024,33812207
19025,33813078
19026,33815942
19027,33818138
19028,33823442
19029,33823802
19030,33823812
19031,33829902
19032,33836818
19033,33846275
19034,33850580
19035,33852504
19036,33854042
19037,33854266
19038,33858190
19039,33869275
19040,33869678
19041,33870961
19042,33874462
19043,33881271
19044,33881564
19045,33893894
19046,33896191
19047,33896949
19048,33898592
19049,33900541
19050,33900925
19051,33901018
19052,33902752
19053,33904398
19054,33907064
19055,33907125
19056,33909592
19057,33914113
19058,33916431
19059,33917780
19060,33920526
19061,33922362
19062,33925345
19063,33925539
19064,33926347
19065,33927219
19066,33929549
19067,33931683
19068,33932040
19069,33933236
19070,33941506
19071,33942392
19072,33946807
19073,33949229
19074,33952331
19075,33953172
19076,33953268
19077,33957363
19078,33958383
19079,33958533
19080,33958601
19081,33959025
19082,33959502
19083,33959636
19084,33959842
19085,33961501
19086,33963603
19087,33965400
19088,33966356
19089,33969083
19090,33971638
19091,33971657
19092,33973107
19093,33976609
19094,33977360
19095,33987006
19096,33987417
19097,33989283
19098,33989676
19099,33994749
19100,33995006
19101,33995140
19102,33995180
19103,33995258
19104,33995380
19105,33995580
19106,33995610
19107,33995923
19108,33996519
19109,33999448
19110,34000015
19111,34000162
19112,34000240
19113,34001066
19114,34001806
19115,34001904
19116,34002513
19117,34003336
19118,34003408
19119,34004182
19120,34004913
19121,34006117
19122,34006219
19123,34006294
19124,34007225
19125,34007511
19126,34009412
19127,34009714
19128,34012786
19129,34013003
19130,34013763
19131,34014787
19132,34015194
19133,34016194
19134,34016530
19135,34017379
19136,34017685
19137,34017985
19138,34018278
19139,34018418
19140,34019617
19141,34020220
19142,34020468
19143,34023204
19144,34027403
19145,34028218
19146,34029977
19147,34031272
19148,34031956
19149,34034306
19150,34034328
19151,34034445
19152,34036962
19153,34041613
19154,34042791
19155,34043596
19156,34043955
19157,34045445
19158,34046145
19159,34048110
19160,34049854
19161,34051567
19162,34053354
19163,34054535
19164,34055273
19165,34058202
19166,34063313
19167,34063430
19168,34064377
19169,34064813
19170,34065129
19171,34068371
19172,34070125
19173,34070631
19174,34072671
19175,34075134
19176,34076877
19177,34082641
19178,34084726
19179,34084934
19180,34086436
19181,34089609
19182,34090373
19183,34094503
19184,34098904
19185,34099046
19186,34099327
19187,34099905
19188,34100557
19189,34105176
19190,34106098
19191,34107176
19192,34108593
19193,34109144
19194,34109214
19195,34109476
19196,34110733
19197,34113756
19198,34115716
19199,34116113
19200,34116124
19201,34116310
19202,34118926
19203,34119680
19204,34119830
19205,34120365
19206,34122335
19207,34123689
19208,34124688
19209,34125101
19210,34126866
19211,34127764
19212,34127892
19213,34129136
19214,34129873
19215,34130470
19216,34131235
19217,34131746
19218,34138258
19219,34140180
19220,34141475
19221,34142292
19222,34144018
19223,34144314
19224,34152735
19225,34152987
19226,34153167
19227,34159653
19228,34163071
19229,34164407
19230,34164812
19231,34167148
19232,34167195
19233,34170867
19234,34170883
19235,34171072
19236,34171219
19237,34173468
19238,34174734
19239,34177362
19240,34177664
19241,34178284
19242,34178361
19243,34180352
19244,34181860
19245,34184059
19246,34185202
19247,34187418
19248,34188083
19249,34188344
19250,34190287
19251,34190743
19252,34193485
19253,34198332
19254,34203219
19255,34203460
19256,34204306
19257,34205539
19258,34205558
19259,34205972
19260,34206546
19261,34207695
19262,34208551
19263,34209585
19264,34212677
19265,34214157
19266,34214562
19267,34218811
19268,34219442
19269,34220487
19270,34221634
19271,34221749
19272,34230894
19273,34231256
19274,34231570
19275,34232903
19276,34235716
19277,34238297
19278,34238737
19279,34241530
19280,34241880
19281,34242930
19282,34246434
19283,34248371
19284,34248484
19285,34255449
19286,34256162
19287,34260534
19288,34261460
19289,34264836
19290,34267730
19291,34273281
19292,34275516
19293,34276747
19294,34277184
19295,34279159
19296,34280633
19297,34280726
19298,34282798
19299,34284074
19300,34284635
19301,34285570
19302,34290579
19303,34290751
19304,34293575
19305,34293915
19306,34294337
19307,34296616
19308,34297850
19309,34298518
19310,34299639
19311,34301268
19312,34303036
19313,34306655
19314,34307388
19315,34308941
19316,34310119
19317,34311165
19318,34311370
19319,34311900
19320,34312737
19321,34316234
19322,34318572
19323,34330271
19324,34330779
19325,34333083
19326,34335018
19327,34340560
19328,34340748
19329,34343712
19330,34343718
19331,34344430
19332,34345118
19333,34346498
19334,34347126
19335,34347342
19336,34348559
19337,34350294
19338,34350400
19339,34351715
19340,34353651
19341,34354022
19342,34354043
19343,34354614
19344,34355281
19345,34356807
19346,34362311
19347,34368024
19348,34369273
19349,34376109
19350,34378275
19351,34379698
19352,34379710
19353,34382650
19354,34382857
19355,34385889
19356,34391506
19357,34395715
19358,34397350
19359,34398597
19360,34398857
19361,34404214
19362,34404277
19363,34419660
19364,34421808
19365,34429926
19366,34434017
19367,34436940
19368,34437567
19369,34438084
19370,34438784
19371,34442170
19372,34446762
19373,34449958
19374,34450428
19375,34451932
19376,34458799
19377,34458806
19378,34459826
19379,34459856
19380,34463124
19381,34463291
19382,34466556
19383,34469995
19384,34470948
19385,34473939
19386,34479188
19387,34483969
19388,34484086
19389,34486004
19390,34486154
19391,34487288
19392,34487418
19393,34497845
19394,34498351
19395,34503045
19396,34504841
19397,34508682
19398,34524015
19399,34525996
19400,34526230
19401,34527097
19402,34528981
19403,34529077
19404,34531981
19405,34533354
19406,34538349
19407,34540010
19408,34541353
19409,34541530
19410,34550840
19411,34552321
19412,34561111
19413,34563720
19414,34568367
19415,34572498
19416,34574310
19417,34574720
19418,34578850
19419,34580932
19420,34583281
19421,34583990
19422,34586814
19423,34590686
19424,34591915
19425,34597648
19426,34599732
19427,34601404
19428,34601496
19429,34602176
19430,34602265
19431,34602702
19432,34602707
19433,34604726
19434,34610148
19435,34611681
19436,34613166
19437,34616778
19438,34619695
19439,34627608
19440,34628464
19441,34629699
19442,34636607
19443,34639576
19444,34642306
19445,34643368
19446,34644330
19447,34647961
19448,34652575
19449,34657549
19450,34657845
19451,34665751
19452,34666203
19453,34670815
19454,34676548
19455,34680057
19456,34684421
19457,34685487
19458,34687239
19459,34688003
19460,34690095
19461,34698558
19462,34699732
19463,34700476
19464,34700808
19465,34710070
19466,34711673
19467,34711875
19468,34713438
19469,34714602
19470,34715721
19471,34721794
19472,34722813
19473,34722884
19474,34735698
19475,34738766
19476,34744723
19477,34747161
19478,34749299
19479,34756101
19480,34762684
19481,34765352
19482,34766791
19483,34770090
19484,34784160
19485,34790524
19486,34792976
19487,34797024
19488,34804375
19489,34808569
19490,34811082
19491,34811944
19492,34816888
19493,34818345
19494,34820217
19495,34829287
19496,34830054
19497,34832800
19498,34833050
19499,34841786
19500,34853185
19501,34853795
19502,34854106
19503,34857313
19504,34859965
19505,34862227
19506,34863627
19507,34867933
19508,34874075
19509,34878004
19510,34884434
19511,34884630
19512,34886269
19513,34887888
19514,34888555
19515,34891240
19516,34892044
19517,34896149
19518,34898314
19519,34901944
19520,34906877
19521,34907939
19522,34908171
19523,34908748
19524,34910699
19525,34924417
19526,34928000
19527,34931961
19528,34931973
19529,34934158
19530,34934283
19531,34938808
19532,34939591
19533,34940756
19534,34943471
19535,34946689
19536,34951570
19537,34952195
19538,34963244
19539,34966683
19540,34970822
19541,34972275
19542,34972294
19543,34981574
19544,34995677
19545,34996036
19546,34999692
19547,35001297
19548,35008704
19549,35008722
19550,35012825
19551,35015761
19552,35016214
19553,35016545
19554,35017488
19555,35032606
19556,35038103
19557,35041626
19558,35043762
19559,35045121
19560,35045699
19561,35049730
19562,35049873
19563,35052091
19564,35052175
19565,35053902
19566,35054040
19567,35055362
19568,35056042
19569,35056663
19570,35057208
19571,35057860
19572,35059348
19573,35064855
19574,35065453
19575,35068090
19576,35073496
19577,35085222
19578,35085875
19579,35088143
19580,35094532
19581,35095037
19582,35096309
19583,35097581
19584,35100668
19585,35104273
19586,35106452
19587,35106616
19588,35110301
19589,35111600
19590,35112838
19591,35112995
19592,35115224
19593,35117379
19594,35117999
19595,35122609
19596,35124572
19597,35126053
19598,35126206
19599,35128413
19600,35128761
19601,35129015
19602,35134272
19603,35136621
19604,35137353
19605,35137569
19606,35140379
19607,35144792
19608,35145602
19609,35151536
19610,35152877
19611,35153756
19612,35154690
19613,35160390
19614,35161643
19615,35162175
19616,35163009
19617,35163239
19618,35164654
19619,35166205
19620,35167631
19621,35168462
19622,35171530
19623,35173800
19624,35177718
19625,35179457
19626,35179826
19627,35180165
19628,35181191
19629,35184518
19630,35185047
19631,35187203
19632,35194541
19633,35194567
19634,35195674
19635,35196584
19636,35198530
19637,35201344
19638,35204239
19639,35204524
19640,35211613
19641,35214546
19642,35223036
19643,35224823
19644,35225411
19645,35229552
19646,35232029
19647,35237916
19648,35239153
19649,35239739
19650,35240774
19651,35240785
19652,35243573
19653,35245290
19654,35247832
19655,35249605
19656,35251041
19657,35251052
19658,35251748
19659,35251886
19660,35260841
19661,35264555
19662,35266933
19663,35267148
19664,35268339
19665,35271016
19666,35277080
19667,35278155
19668,35279412
19669,35285567
19670,35286240
19671,35286592
19672,35287492
19673,35288527
19674,35297584
19675,35300162
19676,35302463
19677,35309562
19678,35317504
19679,35318047
19680,35324409
19681,35324807
19682,35326758
19683,35333378
19684,35333904
19685,35355814
19686,35358779
19687,35361997
19688,35370963
19689,35377100
19690,35379556
19691,35381465
19692,35384754
19693,35386478
19694,35386492
19695,35389587
19696,35390406
19697,35390984
19698,35393942
19699,35394236
19700,35399964
19701,35402887
19702,35406455
19703,35412020
19704,35412978
19705,35414529
19706,35415855
19707,35418299
19708,35422021
19709,35422949
19710,35424903
19711,35426993
19712,35429080
19713,35431048
19714,35431493
19715,35434880
19716,35435020
19717,35435448
19718,35452306
19719,35453693
19720,35458762
19721,35464199
19722,35467427
19723,35467918
19724,35468933
19725,35471410
19726,35472384
19727,35473001
19728,35473271
19729,35477346
19730,35478784
19731,35480178
19732,35480198
19733,35481193
19734,35487405
19735,35488229
19736,35494332
19737,35495892
19738,35499910
19739,35500698
19740,35507929
19741,35516970
19742,35518540
19743,35519124
19744,35519436
19745,35519804
19746,35522583
19747,35530113
19748,35534023
19749,35534925
19750,35540549
19751,35550397
19752,35555560
19753,35557465
19754,35560323
19755,35567857
19756,35568583
19757,35570791
19758,35572569
19759,35573761
19760,35576299
19761,35576822
19762,35579399
19763,35585242
19764,35592941
19765,35598810
19766,35598971
19767,35604237
19768,35610497
19769,35610538
19770,35612632
19771,35616172
19772,35619818
19773,35620346
19774,35624707
19775,35629438
19776,35631455
19777,35631604
19778,35634914
19779,35634931
19780,35637345
19781,35639374
19782,35642803
19783,35642982
19784,35644579
19785,35651834
19786,35653062
19787,35655657
19788,35669385
19789,35673843
19790,35674517
19791,35674773
19792,35675089
19793,35678176
19794,35685497
19795,35685711
19796,35689305
19797,35703945
19798,35705081
19799,35706200
19800,35713193
19801,35714437
19802,35716472
19803,35716571
19804,35722346
19805,35734673
19806,35737316
19807,35739524
19808,35739668
19809,35739673
19810,35739737
19811,35741858
19812,35744628
19813,35745560
19814,35750659
19815,35751031
19816,35751460
19817,35751494
19818,35755353
19819,35767422
19820,35771342
19821,35773560
19822,35776768
19823,35776781
19824,35777683
19825,35781057
19826,35783112
19827,35785442
19828,35786438
19829,35789839
19830,35790199
19831,35790337
19832,35793743
19833,35795869
19834,35796923
19835,35797148
19836,35803591
19837,35803807
19838,35807223
19839,35809678
19840,35810580
19841,35812540
19842,35816783
19843,35820419
19844,35827350
19845,35833383
19846,35836001
19847,35838238
19848,35843370
19849,35846445
19850,35847386
19851,35847856
19852,35850047
19853,35850409
19854,35858348
19855,35859395
19856,35860306
19857,35865088
19858,35869263
19859,35869370
19860,35870041
19861,35877696
19862,35877914
19863,35879123
19864,35880074
19865,35882774
19866,35884067
19867,35885133
19868,35887776
19869,35890226
19870,35892376
19871,35892430
19872,35892858
19873,35896596
19874,35899819
19875,35900583
19876,35907340
19877,35909043
19878,35911480
19879,35916372
19880,35917004
19881,35918145
19882,35918466
19883,35931868
19884,35934473
19885,35940298
19886,35940543
19887,35942830
19888,35943694
19889,35950176
19890,35951622
19891,35952669
19892,35953979
19893,35957617
19894,35963767
19895,35964942
19896,35967705
19897,35973035
19898,35974133
19899,35977616
19900,35978780
19901,35986899
19902,35989439
19903,35989618
19904,35992768
19905,35998604
19906,36004258
19907,36004914
19908,36009418
19909,36017076
19910,36020889
19911,36021932
19912,36027104
19913,36035760
19914,36036329
19915,36036632
19916,36052371
19917,36053600
19918,36058244
19919,36063532
19920,36066681
19921,36073959
19922,36076638
19923,36076809
19924,36081046
19925,36088286
19926,36089025
19927,36090765
19928,36096886
19929,36101705
19930,36103858
19931,36103888
19932,36104472
19933,36107014
19934,36107406
19935,36107715
19936,36111905
19937,36117080
19938,36118644
19939,36119525
19940,36119732
19941,36120328
19942,36126039
19943,36130046
19944,36135397
19945,36137407
19946,36140285
19947,36142950
19948,36151875
19949,36154826
19950,36157055
19951,36164389
19952,36167171
19953,36172710
19954,36174638
19955,36180284
19956,36182272
19957,36191392
19958,36196736
19959,36197019
19960,36199906
19961,36200134
19962,36200235
19963,36207778
19964,36208686
19965,36220382
19966,36221846
19967,36230386
19968,36236895
19969,36237867
19970,36238244
19971,36238272
19972,36241982
19973,36242491
19974,36243331
19975,36244711
19976,36246968
19977,36252789
19978,36253536
19979,36256265
19980,36261396
19981,36268954
19982,36269086
19983,36274516
19984,36279383
19985,36281469
19986,36285450
19987,36286209
19988,36286323
19989,36291998
19990,36298616
19991,36299475
19992,36299563
19993,36308094
19994,36308470
19995,36310227
19996,36312932
19997,36316237
19998,36319177
19999,36320105
20000,36326548
20001,36328282
20002,36331302
20003,36336345
20004,36337709
20005,36343674
20006,36346741
20007,36367152
20008,36374630
20009,36379563
20010,36387966
20011,36402740
20012,36424308
20013,36431097
20014,36432360
20015,36432885
20016,36445119
20017,36449275
20018,36451550
20019,36454499
20020,36455297
20021,36460790
20022,36464645
20023,36465503
20024,36466788
20025,36469207
20026,36471515
20027,36473388
20028,36481762
20029,36488191
20030,36489284
20031,36489787
20032,36497440
20033,36505216
20034,36508308
20035,36510340
20036,36516396
20037,36519442
20038,36520313
20039,36526797
20040,36527668
20041,36535947
20042,36542092
20043,36542500
20044,36545610
20045,36546513
20046,36549120
20047,36550570
20048,36550879
20049,36553224
20050,36553498
20051,36554845
20052,36560641
20053,36561646
20054,36562443
20055,36563295
20056,36564086
20057,36565816
20058,36572195
20059,36578402
20060,36578843
20061,36582506
20062,36586370
20063,36587693
20064,36591355
20065,36594974
20066,36599306
20067,36608685
20068,36614628
20069,36616369
20070,36616518
20071,36620750
20072,36621237
20073,36626296
20074,36628459
20075,36628481
20076,36631175
20077,36638133
20078,36639104
20079,36642061
20080,36642515
20081,36644212
20082,36647544
20083,36650063
20084,36651082
20085,36661901
20086,36665832
20087,36666291
20088,36671913
20089,36687181
20090,36688222
20091,36691090
20092,36693181
20093,36693302
20094,36703575
20095,36711608
20096,36717422
20097,36718647
20098,36720835
20099,36724052
20100,36729531
20101,36734122
20102,36734165
20103,36734666
20104,36756729
20105,36758045
20106,36759785
20107,36760951
20108,36761004
20109,36762653
20110,36776328
20111,36778224
20112,36792189
20113,36792571
20114,36796310
20115,36802074
20116,36802931
20117,36804244
20118,36809638
20119,36816866
20120,36817390
20121,36826734
20122,36842541
20123,36844213
20124,36845045
20125,36846969
20126,36849718
20127,36852647
20128,36858621
20129,36859181
20130,36867050
20131,36868178
20132,36870121
20133,36871228
20134,36875366
20135,36875523
20136,36876088
20137,36886262
20138,36886401
20139,36888379
20140,36891324
20141,36892119
20142,36904794
20143,36925859
20144,36932154
20145,36936296
20146,36936332
20147,36936950
20148,36940809
20149,36941790
20150,36943309
20151,36946942
20152,36947251
20153,36947559
20154,36949753
20155,36953028
20156,36956225
20157,36961833
20158,36966870
20159,36967459
20160,36968760
20161,36973917
20162,36979645
20163,36981753
20164,36983681
20165,36987655
20166,36989818
20167,36991535
20168,36993829
20169,37001214
20170,37006145
20171,37006504
20172,37006828
20173,37008621
20174,37009222
20175,37009899
20176,37013685
20177,37020090
20178,37025139
20179,37026698
20180,37029167
20181,37034415
20182,37035071
20183,37035341
20184,37037095
20185,37038951
20186,37039615
20187,37045683
20188,37048470
20189,37052168
20190,37055428
20191,37056744
20192,37065128
20193,37069902
20194,37072006
20195,37078106
20196,37086268
20197,37089201
20198,37090968
20199,37097499
20200,37102018
20201,37105139
20202,37105229
20203,37109910
20204,37121245
20205,37122188
20206,37125519
20207,37131518
20208,37132024
20209,37135577
20210,37146357
20211,37147934
20212,37149404
20213,37167530
20214,37174266
20215,37179846
20216,37185060
20217,37187758
20218,37191193
20219,37196514
20220,37199049
20221,37199113
20222,37199338
20223,37202649
20224,37205180
20225,37208521
20226,37213082
20227,37214428
20228,37220343
20229,37220947
20230,37228663
20231,37235265
20232,37235803
20233,37238556
20234,37240067
20235,37257647
20236,37262575
20237,37263637
20238,37279078
20239,37284586
20240,37285003
20241,37289163
20242,37295982
20243,37299403
20244,37308994
20245,37312700
20246,37315518
20247,37318335
20248,37319328
20249,37323482
20250,37327780
20251,37330624
20252,37336100
20253,37346696
20254,37347052
20255,37347053
20256,37348924
20257,37351376
20258,37351708
20259,37352165
20260,37353829
20261,37360929
20262,37362503
20263,37367051
20264,37378527
20265,37381745
20266,37383250
20267,37385402
20268,37386901
20269,37390710
20270,37391099
20271,37391657
20272,37395023
20273,37396256
20274,37396662
20275,37402691
20276,37405773
20277,37407266
20278,37408858
20279,37410331
20280,37415050
20281,37417765
20282,37421218
20283,37431626
20284,37435594
20285,37437690
20286,37438477
20287,37438819
20288,37439978
20289,37440319
20290,37446397
20291,37455680
20292,37461021
20293,37463099
20294,37463371
20295,37469047
20296,37475198
20297,37477110
20298,37478737
20299,37479680
20300,37495216
20301,37497648
20302,37498076
20303,37499669
20304,37500170
20305,37502756
20306,37504254
20307,37505238
20308,37505734
20309,37513184
20310,37517854
20311,37523809
20312,37547448
20313,37555900
20314,37556876
20315,37559136
20316,37562364
20317,37566432
20318,37573727
20319,37573833
20320,37585092
20321,37590343
20322,37591473
20323,37599903
20324,37600484
20325,37602906
20326,37611148
20327,37613098
20328,37614805
20329,37617678
20330,37618425
20331,37622859
20332,37625734
20333,37630893
20334,37631563
20335,37631684
20336,37632801
20337,37633241
20338,37634481
20339,37635160
20340,37636100
20341,37636892
20342,37637184
20343,37639287
20344,37640534
20345,37640555
20346,37648238
20347,37652309
20348,37654754
20349,37656749
20350,37659249
20351,37662684
20352,37677084
20353,37680590
20354,37682688
20355,37687003
20356,37700230
20357,37700979
20358,37702599
20359,37707821
20360,37709993
20361,37712514
20362,37715689
20363,37716872
20364,37721043
20365,37723571
20366,37725167
