,userid
13767,19594031
13768,19594435
13769,19598208
13770,19599570
13771,19603023
13772,19603521
13773,19604414
13774,19604756
13775,19609494
13776,19611987
13777,19612086
13778,19613699
13779,19613727
13780,19613830
13781,19616301
13782,19616710
13783,19617028
13784,19618283
13785,19620745
13786,19621468
13787,19624896
13788,19630136
13789,19635092
13790,19637649
13791,19640177
13792,19641608
13793,19643642
13794,19646783
13795,19646934
13796,19649993
13797,19650109
13798,19651179
13799,19655356
13800,19657213
13801,19658585
13802,19658748
13803,19659256
13804,19660317
13805,19662199
13806,19663903
13807,19664240
13808,19664476
13809,19672800
13810,19679039
13811,19679418
13812,19679898
13813,19683119
13814,19683238
13815,19683623
13816,19683769
13817,19685637
13818,19686206
13819,19695299
13820,19699019
13821,19699718
13822,19699967
13823,19704200
13824,19704752
13825,19705385
13826,19707403
13827,19709777
13828,19712855
13829,19716723
13830,19718351
13831,19721225
13832,19729007
13833,19733304
13834,19733555
13835,19736098
13836,19738476
13837,19740090
13838,19740601
13839,19741060
13840,19746977
13841,19749760
13842,19755133
13843,19757411
13844,19760498
13845,19760875
13846,19761828
13847,19761937
13848,19762832
13849,19767485
13850,19770372
13851,19771206
13852,19781273
13853,19781400
13854,19784695
13855,19785898
13856,19786271
13857,19786658
13858,19786761
13859,19787047
13860,19787052
13861,19796068
13862,19803006
13863,19804509
13864,19805369
13865,19806285
13866,19810125
13867,19810135
13868,19812717
13869,19826244
13870,19829580
13871,19830095
13872,19837996
13873,19842000
13874,19844814
13875,19846549
13876,19848076
13877,19859512
13878,19859773
13879,19862374
13880,19862648
13881,19867277
13882,19867739
13883,19872535
13884,19873097
13885,19876905
13886,19879386
13887,19889727
13888,19894654
13889,19894734
13890,19895138
13891,19895632
13892,19898019
13893,19898356
13894,19902541
13895,19903949
13896,19906627
13897,19910135
13898,19910380
13899,19912419
13900,19912595
13901,19915678
13902,19916152
13903,19916826
13904,19917064
13905,19920924
13906,19921176
13907,19922007
13908,19922284
13909,19922847
13910,19923145
13911,19924564
13912,19925123
13913,19929992
13914,19934782
13915,19935230
13916,19936500
13917,19936760
13918,19942862
13919,19944971
13920,19945891
13921,19952023
13922,19953190
13923,19956171
13924,19963158
13925,19966196
13926,19966391
13927,19967638
13928,19967917
13929,19970043
13930,19970977
13931,19973352
13932,19973737
13933,19975033
13934,19975905
13935,19980804
13936,19981493
13937,19983846
13938,19983894
13939,19985100
13940,19987046
13941,19993267
13942,19994738
13943,19996556
13944,19997355
13945,19998661
13946,19999177
13947,19999321
13948,20002172
13949,20002326
13950,20003304
13951,20013745
13952,20019287
13953,20022702
13954,20024989
13955,20029276
13956,20033759
13957,20036155
13958,20037228
13959,20045905
13960,20046653
13961,20047003
13962,20051268
13963,20053813
13964,20056297
13965,20063054
13966,20064908
13967,20067866
13968,20069217
13969,20074211
13970,20075031
13971,20077491
13972,20084405
13973,20090981
13974,20091308
13975,20094917
13976,20096684
13977,20100902
13978,20101553
13979,20103474
13980,20112478
13981,20113714
13982,20122008
13983,20126442
13984,20127479
13985,20130887
13986,20138609
13987,20141365
13988,20144189
13989,20144883
13990,20146427
13991,20148693
13992,20158607
13993,20158867
13994,20168586
13995,20172845
13996,20175673
13997,20177265
13998,20180269
13999,20181188
14000,20181883
14001,20184960
14002,20185723
14003,20186600
14004,20188283
14005,20190680
14006,20191110
14007,20191666
14008,20198132
14009,20198187
14010,20199001
14011,20199227
14012,20199940
14013,20205644
14014,20212833
14015,20213510
14016,20214880
14017,20218046
14018,20219029
14019,20220998
14020,20230706
14021,20233109
14022,20233510
14023,20237081
14024,20239534
14025,20240575
14026,20241249
14027,20241757
14028,20242595
14029,20242775
14030,20244186
14031,20252833
14032,20252911
14033,20263483
14034,20264085
14035,20264221
14036,20265124
14037,20265748
14038,20266312
14039,20267441
14040,20267807
14041,20271036
14042,20271139
14043,20272012
14044,20276170
14045,20278693
14046,20278914
14047,20280917
14048,20282835
14049,20284362
14050,20288480
14051,20289057
14052,20293878
14053,20294923
14054,20298360
14055,20299565
14056,20300693
14057,20302693
14058,20305401
14059,20307491
14060,20308466
14061,20309851
14062,20315747
14063,20321242
14064,20321613
14065,20322785
14066,20323874
14067,20324492
14068,20325284
14069,20327245
14070,20334079
14071,20335516
14072,20341638
14073,20341907
14074,20344205
14075,20353597
14076,20356711
14077,20358790
14078,20360916
14079,20363773
14080,20363812
14081,20365110
14082,20365539
14083,20366610
14084,20367399
14085,20370468
14086,20373959
14087,20374823
14088,20375360
14089,20375720
14090,20377149
14091,20377580
14092,20377691
14093,20378433
14094,20378726
14095,20382660
14096,20384158
14097,20384979
14098,20391066
14099,20391085
14100,20392962
14101,20393290
14102,20393478
14103,20394875
14104,20395878
14105,20395901
14106,20396422
14107,20397962
14108,20399104
14109,20400358
14110,20402477
14111,20408140
14112,20411103
14113,20412968
14114,20413589
14115,20414961
14116,20416254
14117,20417011
14118,20417710
14119,20418064
14120,20430812
14121,20431567
14122,20434186
14123,20436795
14124,20439033
14125,20440400
14126,20443773
14127,20445718
14128,20448903
14129,20448944
14130,20454553
14131,20459716
14132,20463813
14133,20464499
14134,20470323
14135,20471988
14136,20481525
14137,20485842
14138,20486974
14139,20488589
14140,20489968
14141,20498536
14142,20498680
14143,20501007
14144,20501417
14145,20502063
14146,20502091
14147,20503702
14148,20509217
14149,20510578
14150,20518885
14151,20525393
14152,20529206
14153,20530410
14154,20530839
14155,20531388
14156,20535772
14157,20540197
14158,20540752
14159,20541019
14160,20541562
14161,20543194
14162,20546721
14163,20547236
14164,20547755
14165,20550870
14166,20551244
14167,20551605
14168,20554526
14169,20555728
14170,20555856
14171,20560142
14172,20568102
14173,20568451
14174,20569992
14175,20575092
14176,20575981
14177,20578422
14178,20579644
14179,20579950
14180,20592363
14181,20596851
14182,20601565
14183,20606170
14184,20615415
14185,20615455
14186,20621813
14187,20622827
14188,20623094
14189,20625061
14190,20628745
14191,20631966
14192,20632520
14193,20633718
14194,20635295
14195,20638400
14196,20640117
14197,20643066
14198,20644822
14199,20646888
14200,20648252
14201,20656281
14202,20660368
14203,20661513
14204,20664391
14205,20668234
14206,20668819
14207,20672660
14208,20673400
14209,20674243
14210,20674951
14211,20676995
14212,20677289
14213,20680068
14214,20681155
14215,20684737
14216,20684787
14217,20686261
14218,20686841
14219,20688719
14220,20702645
14221,20704513
14222,20706819
14223,20720414
14224,20721302
14225,20724128
14226,20724879
14227,20724885
14228,20725478
14229,20728083
14230,20729387
14231,20729876
14232,20731003
14233,20731488
14234,20738372
14235,20741471
14236,20743632
14237,20744025
14238,20746022
14239,20748697
14240,20749867
14241,20750943
14242,20752796
14243,20753504
14244,20754192
14245,20759171
14246,20760590
14247,20764922
14248,20772526
14249,20776227
14250,20778660
14251,20778918
14252,20779501
14253,20782455
14254,20784388
14255,20785553
14256,20792586
14257,20795035
14258,20796660
14259,20803795
14260,20804190
14261,20804505
14262,20804953
14263,20805032
14264,20805759
14265,20805762
14266,20807912
14267,20809468
14268,20812031
14269,20812618
14270,20815309
14271,20815646
14272,20818951
14273,20819879
14274,20819932
14275,20821791
14276,20823001
14277,20823767
14278,20830270
14279,20831186
14280,20831696
14281,20832938
14282,20841069
14283,20849172
14284,20850611
14285,20854578
14286,20856047
14287,20865964
14288,20866010
14289,20877504
14290,20880214
14291,20883153
14292,20883308
14293,20885363
14294,20887984
14295,20890341
14296,20890707
14297,20892402
14298,20893387
14299,20902111
14300,20903389
14301,20908414
14302,20908752
14303,20908874
14304,20910971
14305,20917974
14306,20922882
14307,20932708
14308,20933218
14309,20933748
14310,20933864
14311,20945348
14312,20946591
14313,20948129
14314,20950266
14315,20951343
14316,20951791
14317,20953965
14318,20956788
14319,20956977
14320,20959826
14321,20964232
14322,20966105
14323,20968523
14324,20971626
14325,20975498
14326,20976888
14327,20980229
14328,20980275
14329,20983107
14330,20984993
14331,20986798
14332,20995215
14333,20997834
14334,20999970
14335,21000182
14336,21000829
14337,21006597
14338,21008461
14339,21008619
14340,21014002
14341,21016236
14342,21017347
14343,21019628
14344,21021352
14345,21022601
14346,21024202
14347,21029695
14348,21029776
14349,21031644
14350,21033874
14351,21035650
14352,21040763
14353,21042681
14354,21043732
14355,21051647
14356,21051825
14357,21052443
14358,21054848
14359,21055870
14360,21057683
14361,21059988
14362,21060339
14363,21069150
14364,21069307
14365,21074907
14366,21075542
14367,21079253
14368,21082702
14369,21083846
14370,21084090
14371,21088098
14372,21088140
14373,21091510
14374,21092614
14375,21094530
14376,21095214
14377,21095379
14378,21096249
14379,21097502
14380,21101524
14381,21103834
14382,21107124
14383,21111772
14384,21113577
14385,21114148
14386,21114302
14387,21116832
14388,21118284
14389,21119537
14390,21121579
14391,21122236
14392,21124572
14393,21127858
14394,21128276
14395,21129009
14396,21130461
14397,21131963
14398,21135447
14399,21138919
14400,21144457
14401,21152978
14402,21153923
14403,21156224
14404,21157893
14405,21160792
14406,21160865
14407,21164772
14408,21165234
14409,21171724
14410,21176843
14411,21182436
14412,21185721
14413,21186648
14414,21189879
14415,21193569
14416,21194651
14417,21195909
14418,21197032
14419,21209986
14420,21210736
14421,21210755
14422,21212219
14423,21215224
14424,21224822
14425,21225020
14426,21226719
14427,21227010
14428,21227356
14429,21229521
14430,21230838
14431,21232083
14432,21243637
14433,21245353
14434,21248126
14435,21249637
14436,21252457
14437,21258361
14438,21258756
14439,21264227
14440,21264236
14441,21276155
14442,21278881
14443,21281107
14444,21283163
14445,21285535
14446,21286256
14447,21298696
14448,21298879
14449,21299481
14450,21304731
14451,21307638
14452,21308666
14453,21311013
14454,21312805
14455,21315127
14456,21321593
14457,21321600
14458,21321666
14459,21325328
14460,21327202
14461,21330700
14462,21331119
14463,21331677
14464,21337321
14465,21338445
14466,21341237
14467,21346090
14468,21347789
14469,21349634
14470,21353037
14471,21355546
14472,21357782
14473,21362541
14474,21363099
14475,21366288
14476,21374778
14477,21377031
14478,21383454
14479,21396422
14480,21397061
14481,21399212
14482,21400830
14483,21401890
14484,21403946
14485,21409230
14486,21411105
14487,21412638
14488,21415309
14489,21416666
14490,21418804
14491,21422232
14492,21431802
14493,21440053
14494,21440697
14495,21441890
14496,21441928
14497,21444614
14498,21452519
14499,21456076
14500,21457137
14501,21459355
14502,21463005
14503,21467523
14504,21468972
14505,21470511
14506,21470586
14507,21473236
14508,21477162
14509,21478336
14510,21481810
14511,21481987
14512,21482588
14513,21486649
14514,21490679
14515,21491507
14516,21494270
14517,21495049
14518,21495543
14519,21497240
14520,21500740
14521,21501586
14522,21506716
14523,21513905
14524,21517543
14525,21522530
14526,21528129
14527,21530250
14528,21533477
14529,21536270
14530,21548281
14531,21550362
14532,21552371
14533,21555097
14534,21556519
14535,21557643
14536,21561008
14537,21563115
14538,21564679
14539,21564904
14540,21565543
14541,21572274
14542,21574542
14543,21575533
14544,21580182
14545,21584802
14546,21598516
14547,21601414
14548,21601472
14549,21606642
14550,21607117
14551,21613492
14552,21614943
14553,21615822
14554,21616159
14555,21616568
14556,21616739
14557,21617718
14558,21620532
14559,21620700
14560,21622085
14561,21622662
14562,21626856
14563,21631835
14564,21633931
14565,21634379
14566,21642647
14567,21644705
14568,21649700
14569,21650286
14570,21656201
14571,21656590
14572,21661072
14573,21662546
14574,21664127
14575,21664424
14576,21664432
14577,21665760
14578,21669182
14579,21670161
14580,21674392
14581,21691605
14582,21693473
14583,21699336
14584,21700569
14585,21703249
14586,21704772
14587,21705292
14588,21708178
14589,21710734
14590,21710938
14591,21713207
14592,21714059
14593,21720285
14594,21722434
14595,21726326
14596,21726905
14597,21733197
14598,21738706
14599,21740111
14600,21742441
14601,21742443
14602,21746745
14603,21754153
14604,21763937
14605,21764521
14606,21765066
14607,21770906
14608,21772030
14609,21772934
14610,21777601
14611,21781503
14612,21789355
14613,21791940
14614,21792677
14615,21795110
14616,21796938
14617,21805696
14618,21808016
14619,21808982
14620,21814282
14621,21816904
14622,21831982
14623,21832241
14624,21832408
14625,21838558
14626,21841637
14627,21842544
14628,21843692
14629,21844580
14630,21845924
14631,21852160
14632,21854210
14633,21855817
14634,21856853
14635,21861343
14636,21863408
14637,21865842
14638,21866102
14639,21867780
14640,21869933
14641,21870455
14642,21872046
14643,21873860
14644,21885295
14645,21888361
14646,21888795
14647,21890350
14648,21898596
14649,21899322
14650,21900388
14651,21904742
14652,21907985
14653,21909277
14654,21917888
14655,21926028
14656,21926589
14657,21929185
14658,21934410
14659,21935014
14660,21937191
14661,21939991
14662,21940043
14663,21940102
14664,21940614
14665,21947525
14666,21949237
14667,21950319
14668,21950346
14669,21953985
14670,21955911
14671,21965456
14672,21966157
14673,21967484
14674,21973620
14675,21975771
14676,21982333
14677,21984988
14678,21987225
14679,21988277
14680,21988690
14681,21990782
14682,21998304
14683,22003689
14684,22004700
14685,22007075
14686,22009829
14687,22019701
14688,22025663
14689,22027176
14690,22028893
14691,22038899
14692,22047547
14693,22048628
14694,22051773
14695,22060033
14696,22066168
14697,22073896
14698,22077481
14699,22090916
14700,22093505
14701,22094030
14702,22095745
14703,22103018
14704,22114008
14705,22116046
14706,22117406
14707,22119989
14708,22120079
14709,22122018
14710,22122923
14711,22123135
14712,22128100
14713,22128436
14714,22132180
14715,22132343
14716,22136776
14717,22137745
14718,22138671
14719,22140760
14720,22148191
14721,22150479
14722,22150659
14723,22156224
14724,22156447
14725,22158750
14726,22165810
14727,22168359
14728,22169582
14729,22170069
14730,22175182
14731,22178536
14732,22180083
14733,22180699
14734,22182144
14735,22183492
14736,22186640
14737,22186662
14738,22188256
14739,22190991
14740,22194638
14741,22194961
14742,22196072
14743,22198878
14744,22208633
14745,22210080
14746,22211661
14747,22214064
14748,22218820
14749,22219101
14750,22220200
14751,22221919
14752,22222144
14753,22224566
14754,22227937
14755,22229677
14756,22232404
14757,22235983
14758,22237460
14759,22237932
14760,22238759
14761,22239458
14762,22240659
14763,22241404
14764,22241571
14765,22246647
14766,22248829
14767,22249200
